job_title,job_detail_url,job_listed,company_name,company_link,company_location,publication_start_date,publication_end_date,post_offered,sector_activity,function,experience_required,study_level_required,contract_type_offered,Employable,Company_Name,Job_Title,Experience_Required,Contract_Type,Has_Bachelor,Has_Master,Has_Doctorate
Réceptionniste Bilingue-Secteur Hôtelier | Casablanca (Maroc),https://www.rekrute.com/offre-emploi-receptionniste-bilingue-secteur-hotelier-recrutement-manpower-agences-casablanca-161642.html,au,"Présent depuis 1997 au Maroc, Manpower Group est un acteur international incontournable de l’emploi et de l’insertion sociale dans le monde. Au sein du Royaume Chérifien, nous couvrons l’ensemble du territoire, de...",https://www.rekrute.com/offres-emploi-maroc.html,Casablanca (Maroc),20/05/2024,20/07/2024,,[5],[4],['De 1 à 3 ans'],Bac +2,Autre,1,"Présent depuis 1997 au Maroc, Manpower Group est un acteur international incontournable de l’emploi et de l’insertion sociale dans le monde. Au sein du Royaume Chérifien, nous couvrons l’ensemble du territoire, de...",Réceptionniste Bilingue-Secteur Hôtelier | Casablanca (Maroc),1,0,0,0,0
